Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações;
73755;GLICLAZIDA 30MG C/ 60CP(PHA);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;5;5;0;R$ 17,24; R$ -   ;Ok;
73892;GLICLAZIDA 30MG C/60CP(LEG);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;2;2;0;R$ 15,77; R$ -   ;Ok;
73893;GLICLAZIDA 60MG C/30CP(LEG);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;2;2;0;R$ 22,19; R$ -   ;Ok;
73891;GLICLAZIDA 60MG C/30CP(PHA);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;10;10;0;R$ 24,25; R$ -   ;Ok;
67042;GLICLAZIDA 60MG C/60CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;1;1;0;R$ 42,22; R$ -   ;Ok;
1643;GLIFAGE 1000MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 43,22; R$ -   ;Ok;
1274;GLIFAGE 750MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 30,82; R$ -   ;Ok;
1712;GLIFAGE XR 1GR/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 43,86; R$ -   ;Ok;
717;MULTIGRIP C/ 20CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;15;16;1;R$ 17,85;R$ 17,85;Sobra;
62849;GLIFAGE XR 850MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 30,59; R$ -   ;Ok;
73639;GLIMEPIRIDA 2MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;1;1;0;R$ 4,92; R$ -   ;Ok;
73503;GLIMEPIRIDA 4MG C/ 30CP(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;10;10;0;R$ 4,30; R$ -   ;Ok;
73459;GLIMEPIRIDA 4MG C/ 30CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;4;4;0;R$ 10,70; R$ -   ;Ok;
57272;GLUCERNA SR BAUNILHA 400G;PRINCIPAL > 7 - LEITES E FRALDAS > COMPL E SUPL ADULTOS;1;1;0;R$ 90,54; R$ -   ;Ok;
63338;GLUCERNA SR BAUNILHA 850G;PRINCIPAL > 7 - LEITES E FRALDAS > COMPL E SUPL ADULTOS;6;6;0;R$ 168,44; R$ -   ;Ok;
118926;GLUTAMINA GLUTAMAX VITAFOR 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;1;1;0;R$ 73,20; R$ -   ;Ok;
102661;GLYCARE INTENSE 150G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 50,16; R$ -   ;Ok;
696;GLYTEOL XPE BAUNILHA 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;1;1;0;R$ 13,31; R$ -   ;Ok;
1083;GLYTEOL XPE BAUNILHA 150ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;4;4;0;R$ 16,63; R$ -   ;Ok;
64773;GLYXAMBI 10MG / 5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 266,52; R$ -   ;Ok;
64025;GLYXAMBI 25MG / 5 MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;6;6;0;R$ 268,16; R$ -   ;Ok;
119376;GOMA DE MASCAR MENTOS 3L PURE FRESH 8,5G ;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;15;15;0;R$ 1,55; R$ -   ;Ok;
73514;ANLODIPINO 10MG C/ 30CP(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;0;-3;R$ 5,88;-R$ 17,64;Perda;#N/D
59233;GOMA DE MASCAR MENTOS FRUTAS VERMELHAS 38G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;19;19;0;R$ 2,07; R$ -   ;Ok;
76269;GOMA DE MASCAR MENTOS MINT 37,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;16;16;0;R$ 1,90; R$ -   ;Ok;
64864;SABONETE LIQUIDO TURMA DA XUXINHA SEM CORANTE 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;7;6;-1;R$ 17,50;-R$ 17,50;Perda;#N/D
76302;GOMA DE MASCAR MENTOS MORANGO E YOGURT 37,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;13;13;0;R$ 1,89; R$ -   ;Ok;
70305;BASE LIQ VULT V200 26ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > BASE, CORRETIVO E PO;2;1;-1;R$ 17,48;-R$ 17,48;Perda;#N/D
76247;GOMA DE MASCAR MENTOS PURE FRESH POTE 56G(PER);PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;6;6;0;R$ 8,89; R$ -   ;Ok;
76294;GOMA DE MASCAR MENTOS PURE FRESH S/ ACUCAR 56G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;7;7;0;R$ 8,91; R$ -   ;Ok;
76242;GOMA DE MASCAR MENTOS PURE FRESH SPEARMINT 8,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;15;15;0;R$ 1,55; R$ -   ;Ok;
75933;GOMA DE MASCAR MENTOS PURE FRESH STRONG MI 8,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;17;17;0;R$ 1,51; R$ -   ;Ok;
75906;GOMA DE MASCAR MENTOS PURE WHITE POTE 56G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;10;10;0;R$ 9,51; R$ -   ;Ok;
75890;GOMA DE MASCAR MENTOS PUREFRUIT MORANG POTE 56G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;17;17;0;R$ 8,92; R$ -   ;Ok;
103667;RISEDRONATO 150 MG C/1 CP(GER);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;2;1;R$ 17,81;R$ 17,81;Sobra;
60904;GOMA DE MASCAR MENTOS TURRI FRUTI 37,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;9;9;0;R$ 2,04; R$ -   ;Ok;
59508;GOMA DE MASCAR MENTOS UP2U MENTA POTE 56G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;10;10;0;R$ 8,90; R$ -   ;Ok;
77046;MENTOS STICK PEPPERMINT 30MIN 21G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;31;28;-3;R$ 5,75;-R$ 17,25;Perda;#N/D
59016;GRAVTEST CLICK 01TESTE CIMED;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;12;12;0;R$ 7,01; R$ -   ;Ok;
58888;GRAVTEST EASY 01UND;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;2;2;0;R$ 2,66; R$ -   ;Ok;
67138;GROW FERRO BISGLICINATO 100MG/ML 30ML SOL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 57,41; R$ -   ;Ok;
60622;GROW VIT BB GTS 20ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 39,32; R$ -   ;Ok;
58087;GROW VIT XPE 240ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;2;2;0;R$ 79,45; R$ -   ;Ok;
62236;GROW ZINCO 100ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 41,71; R$ -   ;Ok;
71207;GUACO XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 6,47; R$ -   ;Ok;
59236;GUACO XPE 150ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;2;2;0;R$ 10,27; R$ -   ;Ok;
61008;GUTTALAX GTS 30ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 33,07; R$ -   ;Ok;
56370;GYNAZOLE CR VAG C/ 5APLICADORES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 79,00; R$ -   ;Ok;
102586;HAIR SPRAY CHARMING FORT 150ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;5;5;0;R$ 20,33; R$ -   ;Ok;
64040;HAIRSKIN & NAILS C/ 60 CAPS SUPREME;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;6;6;0;R$ 35,07; R$ -   ;Ok;
59372;LUB INT KMED 2 EM 1 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;3;2;-1;R$ 17,15;-R$ 17,15;Perda;#N/D
64847;HIDRATANTE LABIAL CARMED ACIDO HIALURONICO 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;6;5;-1;R$ 17,13;-R$ 17,13;Perda;#N/D
63439;HALLS DROPS MELANCIA 28G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;69;69;0;R$ 1,28; R$ -   ;Ok;
60554;REPELENTE OFF LOC KIDS 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > REPELENTES INFANTIS;20;21;1;R$ 17,73;R$ 17,73;Sobra;
76236;HALLS DROPS MENTA PRATA 28G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;17;17;0;R$ 1,33; R$ -   ;Ok;
169;MAXIDEX 0,1% COL 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;5;2;R$ 8,76;R$ 17,52;Sobra;
59674;HASTES FLEX CLIN OFF C/ 75UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;83;83;0;R$ 1,61; R$ -   ;Ok;
58227;HASTES FLEX COTONETES 150UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;9;9;0;R$ 10,18; R$ -   ;Ok;
57506;HASTES FLEX COTONETES 75UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;27;27;0;R$ 5,53; R$ -   ;Ok;
57507;HASTES FLEX COTONETES POTE 150UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;8;8;0;R$ 13,12; R$ -   ;Ok;
59367;HASTES FLEX COTTON LINE DIA A DIA C/75UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;20;20;0;R$ 1,75; R$ -   ;Ok;
59844;HASTES FLEX CREMER MINIONS C/75UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;1;1;0;R$ 4,01; R$ -   ;Ok;
70495;SERUM VULT BB SERUM V300 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;2;-1;R$ 16,82;-R$ 16,82;Perda;#N/D
59338;HASTES FLEX TOPZ 75UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;34;34;0;R$ 2,68; R$ -   ;Ok;
71778;HASTES FLEX TOPZ BABY C/50UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;12;12;0;R$ 7,80; R$ -   ;Ok;
71779;HASTES FLEX TOPZ BABY PATRULHA C/75UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;1;1;0;R$ 3,18; R$ -   ;Ok;
70476;CORRE VULT HD V240 6G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > BASE, CORRETIVO E PO;3;2;-1;R$ 16,75;-R$ 16,75;Perda;#N/D
110821;HASTES FLEXIVEIS COTTON  150UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HASTES FLEXIVEIS;4;4;0;R$ 3,14; R$ -   ;Ok;
62810;HEDERA  7 MG/ML 100 ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;9;9;0;R$ 6,88; R$ -   ;Ok;
111200;HEDERA HELIX XPE 150ML + COPO;PRINCIPAL > 3 - SIMILARES > SIM RX SEM ONE;6;6;0;R$ 10,75; R$ -   ;Ok;
60825;HEDERAFLUX 100ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;3;3;0;R$ 12,84; R$ -   ;Ok;
59234;HEDRA EXPEC  100 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;8;8;0;R$ 7,04; R$ -   ;Ok;
426;HELMIZOL 250MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM ANTIM SEM ONE;2;2;0;R$ 4,15; R$ -   ;Ok;
73232;METFORMINA 500MG C/ 30CP(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;96;91;-5;R$ 3,33;-R$ 16,65;Perda;#N/D
79;DORIL ENV C/ 06CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;36;34;-2;R$ 8,28;-R$ 16,56;Perda;#N/D
735;ECOFILM COL 5ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;7;6;-1;R$ 16,45;-R$ 16,45;Perda;#N/D
1517;HEPATILON 150ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;3;3;0;R$ 20,20; R$ -   ;Ok;
56062;HEXOMEDINE SPRAY 50ML COLUTORIO;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 58,80; R$ -   ;Ok;
67525;HID  CETAPHIL  453G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 91,64; R$ -   ;Ok;
71723;HID AMEIXA NEGRA HIDRAMAIS 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 11,98; R$ -   ;Ok;
63483;HID CETAPHIL ADVANCED MOISTURIZER C/ 226 G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 68,90; R$ -   ;Ok;
67141;HID CETAPHIL LOCAO HID IL LOCAO HIDRATANTE 200M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 63,78; R$ -   ;Ok;
61398;HID CICAPLAST BAUME B5  TUBO 40ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 74,85; R$ -   ;Ok;
65363;HID CORP FISIOGEL ACAO CALMANTE 50G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 36,52; R$ -   ;Ok;
73715;HID CORP FISIOGEL AI LOC CREMOSA 100ML(HAL);PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 33,15; R$ -   ;Ok;
66016;HID CORP LABOTRAT P/ GESTANTES 240G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 26,26; R$ -   ;Ok;
59125;HID CORP NEUTROGENA BODY CARE INTENSIVE 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 27,92; R$ -   ;Ok;
65319;HID CORP NEUTROGENA HID E SUAV 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;10;12;2;R$ 27,18;R$ 54,36;Sobra Justificada;
65490;HID CORP NEUTROGENA HIDRATA REVITALIZA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;7;6;-1;R$ 27,89;-R$ 27,89;Similaridade;
65320;HID CORP NEUTROGENA HYDRO BOOST 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 23,56; R$ -   ;Ok;
71554;HID CORP PAMPERS GIRASSOL 30ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > HIDRATANTES INFANTIS;5;5;0;R$ 33,50; R$ -   ;Ok;
71922;HID CORP PAMPERS GIRASSOL 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > HIDRATANTES INFANTIS;4;4;0;R$ 31,18; R$ -   ;Ok;
60899;HID EPIDRAT CALM 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 72,50; R$ -   ;Ok;
119251;HID EPIDRAT CORPO INTENSIVO 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 62,43; R$ -   ;Ok;
65996;HID FAC LABOTRAT C/ VITAMINA C15 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 30,08; R$ -   ;Ok;
67156;HID FAC LOREAL PARIS R CONTROL CLEANSING GEL 80;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 17,89; R$ -   ;Ok;
60518;HID FAC NEUTROGENA HYDRO GEL 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 65,41; R$ -   ;Ok;
71725;HID GOJI BERRY HIDRAMAIS 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;13;13;0;R$ 10,69; R$ -   ;Ok;
66114;HID GRANADO DERMOCALM PL SENS 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 22,72; R$ -   ;Ok;
73140;HID LABIAL OAZ CEREJA 10ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;5;5;0;R$ 8,89; R$ -   ;Ok;
102594;HID MONANGE  OLEO DE MACADAMIA 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA CORPORAL;7;7;0;R$ 12,28; R$ -   ;Ok;
67142;HID MONANGE DETOX CAPIM LIM 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;9;9;0;R$ 10,42; R$ -   ;Ok;
58563;HID MONANGE FLOR DE LAVANDA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 13,15; R$ -   ;Ok;
67144;HID MONANGE Q10 VITC PL EXT SEC 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 11,43; R$ -   ;Ok;
71649;HID MONANGE Q10 VITC PL EXT SEC 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 17,30; R$ -   ;Ok;
67143;HID MONANGE Q10 VITCC PL NORM 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;6;6;0;R$ 10,15; R$ -   ;Ok;
102593;HID MONANGE TOQUE SECO OLEO DE ABACATE 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA CORPORAL;4;4;0;R$ 11,72; R$ -   ;Ok;
70954;HID NEUTROGENA BODY CARE HID&REPAR 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;4;1;R$ 17,49;R$ 17,49;Sobra;
70955;HID NEUTROGENA BODY CARE HID&SUAV 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;6;6;0;R$ 17,86; R$ -   ;Ok;
66608;HID NUTRIOL S/PERF 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 83,63; R$ -   ;Ok;
70950;HID OAZ HIDRATACAO PROFUNDA 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 20,24; R$ -   ;Ok;
68046;HID P/ MAOS MONANGE Q10 VIT E 75G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 8,28; R$ -   ;Ok;
57758;HID PAIXAO INSPIRADORA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;7;7;0;R$ 8,24; R$ -   ;Ok;
61598;HID PAIXAO INSPIRADORA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 13,43; R$ -   ;Ok;
57759;HID PAIXAO IRRESISTIVEL 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 7,77; R$ -   ;Ok;
102938;HID PAIXAO LOC ACENTI 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA CORPORAL;3;3;0;R$ 18,16; R$ -   ;Ok;
102939;HID PAIXAO LOC ACETINA FLOR BAUNILHA 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA CORPORAL;2;2;0;R$ 16,09; R$ -   ;Ok;
57761;HID PAIXAO TENTADORA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 8,44; R$ -   ;Ok;
71726;HID ROSA  MOSQUETA 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;9;9;0;R$ 10,36; R$ -   ;Ok;
65436;HID SKALA AMENDOAS DOCE 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 7,15; R$ -   ;Ok;
65375;HID SKALA AVEIA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 6,85; R$ -   ;Ok;
66545;HID SKALA FRESCOR NATURAL 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 7,17; R$ -   ;Ok;
66544;HID SKALA OLEO ARGAN 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 7,06; R$ -   ;Ok;
62839;HID VICHY FACIAL MINERAL89 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 96,20; R$ -   ;Ok;
72171;HID VULT CORP  COLAG/VEG 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;5;5;0;R$ 13,50; R$ -   ;Ok;
72176;HID VULT CORP  GLICERINA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;4;4;0;R$ 13,50; R$ -   ;Ok;
71276;HID VULT RESFRESCANTE 7EM1 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;9;9;0;R$ 19,24; R$ -   ;Ok;
60795;HIDRAFEMME GEL HIDRA 24G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 71,89; R$ -   ;Ok;
65443;HIDRALI AIRELA AGUA DE COCO 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 8,82; R$ -   ;Ok;
65069;HIDRALI AIRELA GUARANA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 8,97; R$ -   ;Ok;
65418;HIDRALI AIRELA LARANJA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 9,60; R$ -   ;Ok;
65420;HIDRALI AIRELA MACA VERMELHA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;12;12;0;R$ 9,47; R$ -   ;Ok;
65421;HIDRALI AIRELA NATURAL 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;12;12;0;R$ 8,81; R$ -   ;Ok;
