Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações
56937;MAXALGINA GTS 500MG/ML 10ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;520;512;-8;R$ 1,76;-R$ 14,08;Perda
756;ESPASMO FLATOL GTS 20ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;1;1;0;R$ 15,83; R$ -   ;Ok
70993;ESPASMOPAN GTS 10ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;4;4;0;R$ 4,90; R$ -   ;Ok
514;ESPIRONOLACTONA 100MG C/ 16CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 16,32; R$ -   ;Ok
1224;ESPIRONOLACTONA 100MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 38,95; R$ -   ;Ok
62964;DORALGINA 10CP (NEOQ);PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;5;2;-3;R$ 4,62;-R$ 13,86;Perda
73267;ESPIRONOLACTONA 25MG C/ 30CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;11;11;0;R$ 9,70; R$ -   ;Ok
73357;ESPIRONOLACTONA 50MG C/ 30CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;4;4;0;R$ 17,32; R$ -   ;Ok
73358;ESPIRONOLACTONA 50MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 14,86; R$ -   ;Ok
59176;ESPON P/ BANHO RICCA R. 301 PEQUENA;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS P/BANHO;3;3;0;R$ 5,83; R$ -   ;Ok
69471;ESPUMA DE BARBEAR NIVEA DEEP MEN 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CERAS E ESPUMAS;3;3;0;R$ 25,32; R$ -   ;Ok
65086;ESTHEP 800MG 30CP (BIOLAB);PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 80,76; R$ -   ;Ok
61685;ESTOMAZIL EFERV SEM SABOR C/1 ENV 5G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;41;41;0;R$ 2,33; R$ -   ;Ok
21;ESTOMAZIL LARANJA SACHE 5G UND;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;13;13;0;R$ 4,76; R$ -   ;Ok
64754;ESTOMAZIL S/ SABOR C/6UND;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 11,16; R$ -   ;Ok
63524;ESTRIOL CR VAG 50G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 29,72; R$ -   ;Ok
77768;ETINILESTRADIOL 0,015MG + GESTODENO 0,06MG C/28 CP;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 14,61; R$ -   ;Ok
65412;ETODOLACO 400 MG C/ 10 CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 12,73; R$ -   ;Ok
118418;ETODOLACO 500MG 14CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;3;3;0;R$ 14,71; R$ -   ;Ok
118148;ETORICOXIBE 90MG 14CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_CONTR ESPECIAL;2;2;0;R$ 42,79; R$ -   ;Ok
118137;ETORICOXIBE 90MG 7CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_CONTR ESPECIAL;2;2;0;R$ 22,13; R$ -   ;Ok
118969;EUCERIN AQUAPHOR NIVEA DUOPACK POMADA REPARADORA 2X 10ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 29,05; R$ -   ;Ok
1392;EUPROSTATIN 2MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 35,59; R$ -   ;Ok
1782;EUTHYROX 125 MCG C/ 50CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 39,73; R$ -   ;Ok
1284;EUTHYROX 25 MCG C/ 50CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 25,10; R$ -   ;Ok
1462;EUTHYROX 50MCG C/ 50CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 31,12; R$ -   ;Ok
57368;EXFORGE HCT 320/25/10MG C/ 28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;3;3;0;R$ 177,44; R$ -   ;Ok
1157;EXPEC XPE 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;39;41;2;R$ 18,12;R$ 36,24;Sobra
977;EXPECTAMIN XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;3;3;0;R$ 14,75; R$ -   ;Ok
1324;EXPECTOVIC XAROPE 120ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 16,71; R$ -   ;Ok
69483;EXTRATO DE PROPOLIS FITOBEL  SPRAY 35ML;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;2;2;0;R$ 25,32; R$ -   ;Ok
70554;EXTRATOR MANUAL LOLLY LEITE MATERNO;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 82,03; R$ -   ;Ok
63528;EZETIMIBA 10 MG C/ 30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 16,92; R$ -   ;Ok
64833;EZETIMIBA 10 MG C/30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 18,20; R$ -   ;Ok
73839;EZETIMIBA 10MG C/ 30CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;6;6;0;R$ 18,49; R$ -   ;Ok
67034;EZETIMIBA 10MG C/60CP(BIOL);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;4;4;0;R$ 32,55; R$ -   ;Ok
61742;EZETIMIBA/SIVASTATINA 10 MG/20 MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 34,79; R$ -   ;Ok
71921;EZETIMIBA+SINVASTATINA 10MG+20MG C/30 CPR;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 26,48; R$ -   ;Ok
56417;EZOPEN 200MG C/ 25CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;1;1;0;R$ 9,06; R$ -   ;Ok
66387;FACOBA 5/1MG 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;4;4;0;R$ 36,40; R$ -   ;Ok
933;FAMOX 20MG 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 22,23; R$ -   ;Ok
1821;FEMIANE 0,02MG + 0,075MG C/ 21 DRG;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 42,63; R$ -   ;Ok
1248;FEMINA C/ 21CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 33,48; R$ -   ;Ok
56129;FEMINA C/63CP 3 X 21CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 73,53; R$ -   ;Ok
63339;FENAFLAN 15 MG/ML SUS C/ 20 ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;1;1;0;R$ 6,07; R$ -   ;Ok
57528;CR DENT SENSODYNE RAP ALIVIO 90G ORIGINAL;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;0;-1;R$ 13,81;-R$ 13,81;Perda
59794;FENAREN GEL 60G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;31;31;0;R$ 4,53; R$ -   ;Ok
62174;FENAZIC 7,5MG C/ 28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 115,70; R$ -   ;Ok
416;FENERGAN 25MG C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 14,84; R$ -   ;Ok
94;FENITOINA 100MG C/ 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ONE;6;6;0;R$ 4,87; R$ -   ;Ok
61379;FENOBARBITAL  100MG C/ 30CP TEUTO;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 6,42; R$ -   ;Ok
39;FENOBARBITAL 40 MG/ML GTS 20ML UNIAO QUIM;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 6,15; R$ -   ;Ok
56038;FENOFIBRATO 200MG C/ 30CAPS;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 89,66; R$ -   ;Ok
73581;FENTICONAZOL CR VAG 40G(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;2;2;0;R$ 17,80; R$ -   ;Ok
149;FERID POM 10G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;1;1;0;R$ 5,08; R$ -   ;Ok
61712;FERRO QUELATO C/ 60CAPS;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 0 - 5%;2;2;0;R$ 15,66; R$ -   ;Ok
532;FERRONIL 40MG C/ 50CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;11;12;1;R$ 5,91;R$ 5,91;Sobra
62689;FERROVITAN SOL 60ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 51,05; R$ -   ;Ok
72163;FEXOFENADINA 120MG 10CPR;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 6,12; R$ -   ;Ok
103686;FEXOFENADINA 180MG C/10 CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 8,82; R$ -   ;Ok
63119;FEXOFENADINA 60MG C/ 10CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 6,60; R$ -   ;Ok
72538;FEXOFENADINA 6MG/ML PED 150ML;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;3;0;R$ 26,71; R$ -   ;Ok
72532;FEXOFENADINA 6MG/ML PED 60ML;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 13,94; R$ -   ;Ok
60472;FINALIZ BIO  EXT FORÃ‡A 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 34,49; R$ -   ;Ok
108934;FINALIZADOR BIO EXTRATUS JABORANDI 150G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;2;2;0;R$ 27,68; R$ -   ;Ok
108935;FINALIZADOR BIO EXTRATUS POS QUIMICA 150G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;2;2;0;R$ 27,68; R$ -   ;Ok
118823;FINALIZADOR SIAGE JELLY PRO CRONOLOGY CURVAS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 48,27; R$ -   ;Ok
119042;FINALIZADOR SPRAY TRESEMME IMPERMEABILIZANTE 180ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 24,24; R$ -   ;Ok
67037;FINASTERIDA  1MG C/30CP REV;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 7,89; R$ -   ;Ok
64058;FINASTERIDA 1MG 30CP (CIMED);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 7,99; R$ -   ;Ok
56447;FINASTERIDA 1MG C/ 60CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 33,31; R$ -   ;Ok
73506;FINASTERIDA 5MG C/ 30CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;18;18;0;R$ 22,06; R$ -   ;Ok
64371;FINISIM CROMO E FIBRAS C/ 60CP;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 0 - 5%;2;2;0;R$ 38,05; R$ -   ;Ok
62274;SABONETE BARRA HIDRATANTE NIVEA AVEIA 85G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;18;13;-5;R$ 2,70;-R$ 13,50;Perda
58889;FIO DENT DENTALCLEAN MENTA L130MP100M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ESCOVAS DENTAIS ADUL;5;5;0;R$ 10,74; R$ -   ;Ok
59318;FIO DENT HILLO EXTRA FINO 100M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;6;6;0;R$ 4,10; R$ -   ;Ok
60146;FIO DENT HILLO EXTRA FINO 50M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;10;10;0;R$ 3,64; R$ -   ;Ok
77007;FIO DENT HILLO VEGANO CANELA 50M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA BUCAL;1;1;0;R$ 4,09; R$ -   ;Ok
77008;FIO DENT HILLO VEGANO HORTELA 50M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA BUCAL;4;4;0;R$ 4,10; R$ -   ;Ok
77009;FIO DENT HILLO VEGANO MENTA 50M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA BUCAL;1;1;0;R$ 4,09; R$ -   ;Ok
59320;FIO DENT HILLO WOMAN 100M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;11;11;0;R$ 4,10; R$ -   ;Ok
57666;FIO DENT J&J ESSENCIAL 100M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;4;4;0;R$ 12,90; R$ -   ;Ok
57667;FIO DENT J&J REACH MENTA 50M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;3;3;0;R$ 12,38; R$ -   ;Ok
59319;FIO DENTAL HILLO 100M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;12;12;0;R$ 4,10; R$ -   ;Ok
59558;FIO DENTAL HILLO ENCERADO 125M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > BRONZEADORES;5;5;0;R$ 4,10; R$ -   ;Ok
59557;FIO DENTAL HILLO ENCERADO EXTRA FINO 125M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > BRONZEADORES;8;8;0;R$ 4,10; R$ -   ;Ok
119203;FIO DENTAL INFANTIL DENTALCLEAN STITCH MIX DE FRUTAS 20M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;9;9;0;R$ 6,24; R$ -   ;Ok
57668;FIO DENTAL ORAL B SUP FLOSS 50M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;1;1;0;R$ 21,45; R$ -   ;Ok
63770;FISIOFORT + PREMIUM 150G;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 1 - 10%;9;9;0;R$ 6,66; R$ -   ;Ok
69625;FISIOFORT + PREMIUM GEL 240G;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 1 - 10%;4;4;0;R$ 6,80; R$ -   ;Ok
61002;FISIOFORT GEL 150G;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;17;17;0;R$ 4,57; R$ -   ;Ok
69627;FISIOFORT GEL 240G;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;5;5;0;R$ 4,70; R$ -   ;Ok
102261;FISIOGEL CREME  450 GRAMAS;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 48,45; R$ -   ;Ok
102535;FISIOGEL HIDRATANTE  PELE SECA 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;2;2;0;R$ 33,91; R$ -   ;Ok
119701;FISIOGEL LOCAO HIDRA A+E NORMAL E EXTREMAMENTE SECA 50ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 47,09; R$ -   ;Ok
102534;FISOGEL CREME TRAVEL SIZE 60G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 24,71; R$ -   ;Ok
59398;FITA DENT HILLO C/ 100 M;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > FIOS DENTAIS;5;5;0;R$ 4,09; R$ -   ;Ok
110616;FITA MICROPOROSA CREMER BEGE 1,2 X 4,5M;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;1;1;0;R$ 6,11; R$ -   ;Ok
58385;FITA MICROPOROSA CREMER BEGE 2,5X4,5M;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 9,58; R$ -   ;Ok
58384;FITA MICROPOROSA CREMER BRANCO  2,5X4,5M;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 7,83; R$ -   ;Ok
57654;FITA MICROPOROSA CREMER BRANCO 1,2 X 4,5M;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 4,96; R$ -   ;Ok
62523;CR DENT COLGATE SENS PRO ALIV. BRANQ 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;1;0;-1;R$ 13,08;-R$ 13,08;Perda
118729;CONDICIONADOR ELSEVE LISO DOS SONHOS 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CONDICIONADOR;6;5;-1;R$ 13,06;-R$ 13,06;Perda
63559;FITA MICROPOROSA SALVELOX 2,5CM/4,5CM;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;10;10;0;R$ 3,91; R$ -   ;Ok
56960;FITA P/ FRALDA CREMER 19 X 20 BRANCO;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;7;7;0;R$ 3,50; R$ -   ;Ok
56961;FITA P/ FRALDA CREMER 19 X 20 ROSA;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;4;4;0;R$ 3,50; R$ -   ;Ok
62627;FITOBILOBA 120MG C/ 30CP;PRINCIPAL > 3 - SIMILARES > SIM RX SEM ONE;1;1;0;R$ 23,05; R$ -   ;Ok
65353;FITOBILOBA 80MG C/ 30 CP REV;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;2;2;0;R$ 14,22; R$ -   ;Ok
66890;FITOBILOBA 80MG C/60CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;2;2;0;R$ 26,10; R$ -   ;Ok
56277;FITOSCAR POM 20G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 76,06; R$ -   ;Ok
60617;FIXARE C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 78,91; R$ -   ;Ok
60616;FIXARE C/ 60CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 119,10; R$ -   ;Ok
66897;FIXARE PRO +30 C/30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 119,25; R$ -   ;Ok
1192;FLAGYL 400MG C/ 24CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;1;1;0;R$ 28,46; R$ -   ;Ok
1053;FLAMADOR 50MG C/ 24CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 10,47; R$ -   ;Ok
1609;FLANAX 275MG C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 14,34; R$ -   ;Ok
63772;FLANAX 275MG C/ 8CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 11,78; R$ -   ;Ok
72725;FLANAX 550 MG C/15CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 23,54; R$ -   ;Ok
1540;FLANAX 550MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 19,08; R$ -   ;Ok
62611;CONDICIONADOR ELSEVE LONGO DOS SONHOS 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CONDICIONADOR;6;5;-1;R$ 13,01;-R$ 13,01;Perda
1013;FLANCOX 300MG C/ 14CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 25,38; R$ -   ;Ok
966;FLANCOX 400MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 20,12; R$ -   ;Ok
69652;FLANCOX 600MG C/ 14CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 42,73; R$ -   ;Ok
70344;FLAVENOS 900+100MG C/30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 99,81; R$ -   ;Ok
56260;FLAVONID 450/50MG C/ 30CP;PRINCIPAL > 3 - SIMILARES > SIM USO CONT SEM ONE;1;1;0;R$ 26,51; R$ -   ;Ok
56601;FLAVONID 450/50MG C/ 60CP;PRINCIPAL > 3 - SIMILARES > SIM USO CONT SEM ONE;1;1;0;R$ 51,26; R$ -   ;Ok
111082;FLEDOID 5MG POMADA 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 22,31; R$ -   ;Ok
60796;FLETOP  LOC 200ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 43,36; R$ -   ;Ok
1413;FLEXIVE CDM 350 MG/G CR 25G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 40,98; R$ -   ;Ok
56619;FLIXOTIDE 250MCG SPRAY 60DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 113,04; R$ -   ;Ok
57031;ANADOR ENV C/ 4CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;66;64;-2;R$ 6,32;-R$ 12,64;Perda
102808;SHP ABOVE MEN ANTIC SUN PROT 325ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;3;2;-1;R$ 12,61;-R$ 12,61;Perda
61430;FLORASTOR  C/ 6 SACHES 4G;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;10;10;0;R$ 8,57; R$ -   ;Ok
71603;FLORASTOR C/12 CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;6;6;0;R$ 9,96; R$ -   ;Ok
57241;FLORATIL 200MG C/ 06CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 35,45; R$ -   ;Ok
1476;FLORATIL 200MG C/ 4ENV 1G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;6;6;0;R$ 28,87; R$ -   ;Ok
66905;FLORATIL 250MG C/10CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 53,84; R$ -   ;Ok
66906;FLORATIL 250MGC/10UN;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 50,91; R$ -   ;Ok
69367;FLORATIL AT 250MG C/6 CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 32,69; R$ -   ;Ok
70174;FLORATIL AT 250MG C/6 SACHES;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 32,69; R$ -   ;Ok
1807;FLORAX AD C/ 05FLAC 5ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 38,61; R$ -   ;Ok
